SURVEY: FOUNDATION
SNTYPE: 1
SNID: PS15ahs
RA: 269.8740396
DEC: 43.3900971
MWEBV: 0.031 # MW E(B-V)
FILTERS: griz
REDSHIFT_HELIO: 0.02551 +- 0.00004
REDSHIFT_CMB: 0.02523 +- 0.00004
VPEC: -8.492
VPEC_ERR: 250.000
SEARCH_PEAKMJD: 57155.53523
HOSTGAL_LOGMASS: 10.068 +- 0.015
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
#==============================
NOBS: 45
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS: 57149.57330 PS1-g VOID 27745.077 464.238 16.3920 0.0180 2.75
OBS: 57155.53523 PS1-g VOID 38187.423 587.070 16.0450 0.0170 2.35
OBS: 57160.56512 PS1-g VOID 36267.148 559.915 16.1010 0.0170 2.45
OBS: 57166.41345 PS1-g VOID 27111.518 425.824 16.4170 0.0170 1.69
OBS: 57171.47492 PS1-g VOID 19650.032 329.541 16.7670 0.0180 1.55
OBS: 57178.47791 PS1-g VOID 11053.624 238.861 17.3910 0.0230 2.07
OBS: 57188.40222 PS1-g VOID 5187.931 142.540 18.2130 0.0300 2.08
OBS: 57149.57402 PS1-r VOID 24523.786 408.087 16.5260 0.0180 2.87
OBS: 57155.53563 PS1-r VOID 34479.654 522.393 16.1560 0.0160 2.51
OBS: 57160.56553 PS1-r VOID 33487.209 508.852 16.1880 0.0160 2.31
OBS: 57166.41388 PS1-r VOID 24069.255 380.199 16.5460 0.0170 1.60
OBS: 57171.47533 PS1-r VOID 20239.526 324.587 16.7340 0.0170 1.58
OBS: 57178.47832 PS1-r VOID 17367.460 298.075 16.9010 0.0190 1.94
OBS: 57188.40263 PS1-r VOID 11493.371 208.061 17.3490 0.0200 2.04
OBS: 57149.57440 PS1-i VOID 19159.823 337.602 16.7940 0.0190 2.53
OBS: 57155.53600 PS1-i VOID 21037.938 350.566 16.6920 0.0180 2.11
OBS: 57160.56591 PS1-i VOID 18469.791 312.516 16.8340 0.0180 1.98
OBS: 57166.41425 PS1-i VOID 12593.785 220.920 17.2500 0.0190 1.43
OBS: 57171.47571 PS1-i VOID 10382.101 195.216 17.4590 0.0200 1.31
OBS: 57178.47869 PS1-i VOID 12213.424 231.507 17.2830 0.0210 1.59
OBS: 57188.40300 PS1-i VOID 10849.903 205.243 17.4110 0.0200 1.74
OBS: 57144.52396 PS1-i VOID 7110.050 135.133 17.8700 0.0210 2.28
OBS: 57144.53643 PS1-i VOID 6943.978 142.927 17.8960 0.0220 2.86
OBS: 57144.54896 PS1-i VOID 7278.106 141.462 17.8450 0.0210 2.52
OBS: 57144.56152 PS1-i VOID 7306.529 140.033 17.8410 0.0210 2.12
OBS: 57145.48590 PS1-i VOID 9572.796 160.083 17.5470 0.0180 1.96
OBS: 57145.49816 PS1-i VOID 9526.087 168.982 17.5530 0.0190 2.31
OBS: 57145.51041 PS1-i VOID 9843.213 167.570 17.5170 0.0180 1.88
OBS: 57145.52262 PS1-i VOID 9564.725 164.687 17.5480 0.0190 2.20
OBS: 57145.57577 PS1-i VOID 9655.719 164.586 17.5380 0.0180 1.87
OBS: 57145.58522 PS1-i VOID 9799.213 158.831 17.5220 0.0180 1.48
OBS: 57145.59467 PS1-i VOID 10030.556 163.851 17.4970 0.0180 1.66
OBS: 57145.60409 PS1-i VOID 9666.804 170.101 17.5370 0.0190 2.39
OBS: 57198.38595 PS1-i VOID 5902.402 100.748 18.0720 0.0190 1.42
OBS: 57198.39837 PS1-i VOID 6019.599 104.447 18.0510 0.0190 1.62
OBS: 57198.41082 PS1-i VOID 6154.646 106.567 18.0270 0.0190 1.81
OBS: 57198.42325 PS1-i VOID 5834.678 108.640 18.0850 0.0200 2.30
OBS: 57199.34817 PS1-i VOID 5669.508 116.814 18.1160 0.0220 1.55
OBS: 57149.57478 PS1-z VOID 17011.952 349.976 16.9230 0.0220 2.32
OBS: 57155.53638 PS1-z VOID 20650.673 381.754 16.7130 0.0200 1.94
OBS: 57160.56629 PS1-z VOID 17490.243 337.317 16.8930 0.0210 1.80
OBS: 57166.41463 PS1-z VOID 13777.651 287.274 17.1520 0.0230 1.36
OBS: 57171.47609 PS1-z VOID 13071.612 259.509 17.2090 0.0210 1.22
OBS: 57178.47907 PS1-z VOID 13262.404 280.886 17.1930 0.0230 1.65
OBS: 57188.40338 PS1-z VOID 11649.692 246.247 17.3340 0.0230 1.46
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR SPECFLAG

SPECTRUM_ID: 1
SPECTRUM_NLAM: 3682
SPECTRUM_MJD:  57161.00
SPEC:   4301.50   4302.30 3.83271e-15 1.05655e-16 1
SPEC:   4302.30   4303.10 3.85584e-15 1.05505e-16 1
SPEC:   4303.00   4303.80 3.79053e-15 1.05404e-16 1
SPEC:   4303.80   4304.60 3.82644e-15 1.05378e-16 1
SPEC:   4304.50   4305.30 3.91791e-15 1.05350e-16 1
SPEC:   4305.30   4306.10 3.77597e-15 1.05206e-16 1
SPEC:   4306.00   4306.80 3.84418e-15 1.04974e-16 1
SPEC:   4306.80   4307.60 3.84992e-15 1.04833e-16 1
SPEC:   4307.50   4308.30 3.71620e-15 1.04834e-16 1
SPEC:   4308.30   4309.10 3.71959e-15 1.04688e-16 1
SPEC:   4309.00   4309.80 3.71805e-15 1.04445e-16 1
SPEC:   4309.80   4310.60 3.71075e-15 1.04271e-16 1
SPEC:   4310.50   4311.30 3.64736e-15 1.04251e-16 1
SPEC:   4311.30   4312.10 3.61400e-15 1.04317e-16 1
SPEC:   4312.00   4312.80 3.63791e-15 1.04302e-16 1
SPEC:   4312.80   4313.60 3.71033e-15 1.04239e-16 1
SPEC:   4313.50   4314.30 3.88469e-15 1.04213e-16 1
SPEC:   4314.30   4315.10 3.55138e-15 1.04090e-16 1
SPEC:   4315.00   4315.80 3.64040e-15 1.03936e-16 1
SPEC:   4315.80   4316.60 3.61696e-15 1.03828e-16 1
SPEC:   4316.50   4317.30 3.41475e-15 1.03781e-16 1
SPEC:   4317.30   4318.10 3.44876e-15 1.03769e-16 1
SPEC:   4318.00   4318.80 3.65704e-15 1.03676e-16 1
SPEC:   4318.80   4319.60 3.52277e-15 1.03459e-16 1
SPEC:   4319.50   4320.30 3.60387e-15 1.03182e-16 1
SPEC:   4320.30   4321.10 3.60096e-15 1.02933e-16 1
SPEC:   4321.00   4321.80 3.48527e-15 1.02706e-16 1
SPEC:   4321.80   4322.60 3.37715e-15 1.02449e-16 1
SPEC:   4322.50   4323.30 3.37452e-15 1.02090e-16 1
SPEC:   4323.30   4324.10 3.31523e-15 1.01634e-16 1
SPEC:   4324.00   4324.80 3.53126e-15 1.01576e-16 1
SPEC:   4324.80   4325.60 3.45461e-15 1.01739e-16 1
SPEC:   4325.50   4326.30 3.34835e-15 1.01668e-16 1
SPEC:   4326.30   4327.10 3.32329e-15 1.01574e-16 1
SPEC:   4327.00   4327.80 3.18323e-15 1.01594e-16 1
SPEC:   4327.80   4328.60 3.38469e-15 1.01655e-16 1
SPEC:   4328.50   4329.30 3.42661e-15 1.01621e-16 1
SPEC:   4329.30   4330.10 3.37391e-15 1.01486e-16 1
SPEC:   4330.00   4330.80 3.31831e-15 1.01258e-16 1
SPEC:   4330.80   4331.60 3.45117e-15 1.01030e-16 1
SPEC:   4331.50   4332.30 3.24737e-15 1.00897e-16 1
SPEC:   4332.30   4333.10 3.11528e-15 1.00822e-16 1
SPEC:   4333.00   4333.80 3.40897e-15 1.00631e-16 1
SPEC:   4333.80   4334.60 3.38020e-15 1.00404e-16 1
SPEC:   4334.60   4335.40 3.30413e-15 1.00272e-16 1
SPEC:   4335.30   4336.10 3.35831e-15 1.00083e-16 1
SPEC:   4336.10   4336.90 3.32701e-15 9.98267e-17 1
SPEC:   4336.80   4337.60 3.30699e-15 9.95613e-17 1
SPEC:   4337.60   4338.40 3.24032e-15 9.93686e-17 1
SPEC:   4338.30   4339.10 3.37955e-15 9.92946e-17 1
SPEC:   4339.10   4339.90 3.19364e-15 9.91108e-17 1
SPEC:   4339.80   4340.60 3.34952e-15 9.89250e-17 1
SPEC:   4340.60   4341.40 3.28423e-15 9.89043e-17 1
SPEC:   4341.30   4342.10 3.08961e-15 9.88178e-17 1
SPEC:   4342.10   4342.90 3.19526e-15 9.86864e-17 1
SPEC:   4342.80   4343.60 3.37669e-15 9.86434e-17 1
SPEC:   4343.60   4344.40 3.10776e-15 9.86379e-17 1
SPEC:   4344.30   4345.10 3.32069e-15 9.83903e-17 1
SPEC:   4345.10   4345.90 3.16339e-15 9.81746e-17 1
SPEC:   4345.80   4346.60 2.99001e-15 9.80647e-17 1
SPEC:   4346.60   4347.40 3.08578e-15 9.79347e-17 1
SPEC:   4347.30   4348.10 3.15261e-15 9.77871e-17 1
SPEC:   4348.10   4348.90 3.02579e-15 9.76322e-17 1
SPEC:   4348.80   4349.60 3.05430e-15 9.75269e-17 1
SPEC:   4349.60   4350.40 3.01117e-15 9.74328e-17 1
SPEC:   4350.30   4351.10 3.02959e-15 9.71729e-17 1
SPEC:   4351.10   4351.90 3.17086e-15 9.69318e-17 1
