SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-16em
RA: 203.0564916
DECL: 84.6783224
MWEBV: 0.1170 +- 0.0059
FILTERS: griz
REDSHIFT_HELIO: 0.0230200 +- 0.0000900
REDSHIFT_FINAL: 0.0229635 +- 0.0000900
SEARCH_PEAKMJD: 57503.42706
HOSTGAL_LOGMASS: 8.998 +- 0.014
VPEC: 273.701
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 40
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57494.35201      g    NULL    20093.802        399.585    16.742     0.022  3.18
OBS:  57498.40403      g    NULL    25404.547        478.559    16.488     0.020  2.48
OBS:  57503.42664      g    NULL    25068.575        455.737    16.502     0.020  2.36
OBS:  57508.40123      g    NULL    20477.040        367.394    16.722     0.019  2.85
OBS:  57520.40604      g    NULL    10725.137        267.648    17.424     0.027  2.96
OBS:  57528.36108      g    NULL     6402.601        344.227    17.984     0.058  2.75
OBS:  57540.31828      g    NULL     3183.008        169.471    18.743     0.058  2.87
OBS:  57543.27077      g    NULL     2382.234        144.861    19.058     0.066  2.73
OBS:  57494.35242      r    NULL    22289.176        406.299    16.630     0.020  3.14
OBS:  57498.40445      r    NULL    27143.043        456.701    16.416     0.018  2.19
OBS:  57503.42706      r    NULL    28634.749        463.374    16.358     0.018  2.08
OBS:  57508.40165      r    NULL    24097.163        396.139    16.545     0.018  2.54
OBS:  57520.40645      r    NULL    13307.836        267.536    17.190     0.022  2.43
OBS:  57528.36150      r    NULL    12704.194        302.135    17.240     0.026  2.37
OBS:  57540.31870      r    NULL     6628.824        162.859    17.946     0.027  2.03
OBS:  57543.27120      r    NULL     5741.418        157.659    18.102     0.030  2.20
OBS:  57494.35277      i    NULL    16112.483        342.884    16.982     0.023  2.82
OBS:  57498.40488      i    NULL    17596.116        328.222    16.886     0.020  1.90
OBS:  57503.42739      i    NULL    15153.873        286.323    17.049     0.020  1.98
OBS:  57508.40200      i    NULL    12667.384        273.087    17.243     0.023  2.82
OBS:  57520.40680      i    NULL     8153.150        244.203    17.722     0.032  2.60
OBS:  57540.31905      i    NULL     6846.841        177.755    17.911     0.028  1.97
OBS:  57543.27155      i    NULL     5544.306        178.460    18.140     0.035  2.49
OBS:  57472.48527      i    NULL      159.826         89.763    21.991     0.607  2.32
OBS:  57498.47524      i    NULL    17202.379        272.687    16.911     0.017  2.16
OBS:  57498.48961      i    NULL    16297.788        260.011    16.970     0.017  1.96
OBS:  57498.50397      i    NULL    16417.723        267.714    16.962     0.018  2.26
OBS:  57498.51819      i    NULL    16951.302        280.710    16.927     0.018  2.53
OBS:  57529.40615      i    NULL     9520.313        188.779    17.553     0.021  2.51
OBS:  57529.41858      i    NULL     9065.500        186.950    17.607     0.022  2.64
OBS:  57529.43096      i    NULL     9547.903        188.614    17.550     0.021  2.69
OBS:  57529.44334      i    NULL     9111.648        199.260    17.601     0.024  3.05
OBS:  57494.35313      z    NULL    16982.654        460.176    16.925     0.029  3.15
OBS:  57498.40523      z    NULL    15307.311        357.059    17.038     0.025  1.94
OBS:  57503.42774      z    NULL    15950.918        348.332    16.993     0.024  2.05
OBS:  57508.40235      z    NULL    11139.608        493.189    17.383     0.048  2.34
OBS:  57520.40715      z    NULL    11000.267        346.480    17.396     0.034  2.38
OBS:  57528.36220      z    NULL     9780.468        397.288    17.524     0.044  2.20
OBS:  57540.31940      z    NULL     6744.882        277.040    17.928     0.044  2.41
OBS:  57543.27189      z    NULL     5569.458        270.727    18.135     0.053  2.70
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57493.00
SPEC: 3971.00 3971.80 1.88020e-15 4.20293e-16 0
SPEC: 3971.80 3972.60 2.24841e-15 4.20125e-16 0
SPEC: 3972.50 3973.30 2.02571e-15 4.19952e-16 0
SPEC: 3973.20 3974.00 1.74146e-15 4.19776e-16 0
SPEC: 3973.90 3974.70 1.95658e-15 4.19597e-16 0
SPEC: 3974.60 3975.40 1.55572e-15 4.19413e-16 0
SPEC: 3975.30 3976.10 1.80449e-15 4.19226e-16 0
SPEC: 3976.00 3976.80 2.39391e-15 4.19036e-16 0
SPEC: 3976.80 3977.60 1.76184e-15 4.18841e-16 0
SPEC: 3977.50 3978.30 1.92655e-15 4.18643e-16 0
SPEC: 3978.20 3979.00 2.25327e-15 4.18441e-16 0
SPEC: 3978.90 3979.70 2.56911e-15 4.18235e-16 0
SPEC: 3979.60 3980.40 2.56218e-15 4.18025e-16 0
SPEC: 3980.30 3981.10 2.09992e-15 4.17811e-16 0
SPEC: 3981.10 3981.90 2.65816e-15 4.17594e-16 0
SPEC: 3981.80 3982.60 2.35482e-15 4.17372e-16 0
SPEC: 3982.50 3983.30 2.14817e-15 4.17147e-16 0
SPEC: 3983.20 3984.00 2.20141e-15 4.16917e-16 0
SPEC: 3983.90 3984.70 1.47508e-15 4.16683e-16 0
SPEC: 3984.60 3985.40 2.58490e-15 4.16446e-16 0
SPEC: 3985.40 3986.20 1.75504e-15 4.16204e-16 0
SPEC: 3986.10 3986.90 2.30522e-15 4.15958e-16 0
SPEC: 3986.80 3987.60 2.41504e-15 4.15708e-16 0
SPEC: 3987.50 3988.30 2.06777e-15 4.15454e-16 0
SPEC: 3988.20 3989.00 2.71523e-15 4.15196e-16 0
SPEC: 3988.90 3989.70 2.33919e-15 4.14933e-16 0
SPEC: 3989.70 3990.50 2.48388e-15 4.14666e-16 0
SPEC: 3990.40 3991.20 2.35627e-15 4.14395e-16 0
SPEC: 3991.10 3991.90 1.98883e-15 4.14120e-16 0
SPEC: 3991.80 3992.60 2.43177e-15 4.13840e-16 0
SPEC: 3992.50 3993.30 2.53832e-15 4.13556e-16 0
SPEC: 3993.20 3994.00 3.05660e-15 4.13268e-16 0
SPEC: 3993.90 3994.70 3.63017e-15 4.12976e-16 0
SPEC: 3994.70 3995.50 2.37176e-15 4.12678e-16 0
SPEC: 3995.40 3996.20 2.38296e-15 4.12377e-16 0
SPEC: 3996.10 3996.90 2.86763e-15 4.12071e-16 0
SPEC: 3996.80 3997.60 2.39980e-15 4.11761e-16 0
SPEC: 3997.50 3998.30 2.19853e-15 4.11446e-16 0
SPEC: 3998.20 3999.00 2.55873e-15 4.11127e-16 0
SPEC: 3999.00 3999.80 2.35195e-15 4.10803e-16 0
SPEC: 3999.70 4000.50 2.32903e-15 4.11890e-16 0
SPEC: 4000.40 4001.20 3.16038e-15 4.11503e-16 0
SPEC: 4001.10 4001.90 2.55228e-15 4.10975e-16 0
SPEC: 4001.80 4002.60 2.54688e-15 4.10399e-16 0
SPEC: 4002.50 4003.30 2.03482e-15 4.09871e-16 0
SPEC: 4003.30 4004.10 2.13918e-15 4.09476e-16 0
SPEC: 4004.00 4004.80 2.27847e-15 4.09196e-16 0
SPEC: 4004.70 4005.50 2.87895e-15 4.08955e-16 0
SPEC: 4005.40 4006.20 2.76152e-15 4.08659e-16 0
SPEC: 4006.10 4006.90 2.69045e-15 4.08228e-16 0
SPEC: 4006.80 4007.60 1.68456e-15 4.07630e-16 0
SPEC: 4007.50 4008.30 2.00905e-15 4.07010e-16 0
SPEC: 4008.30 4009.10 2.62992e-15 4.06636e-16 0
SPEC: 4009.00 4009.80 2.54423e-15 4.06292e-16 0
SPEC: 4009.70 4010.50 2.50284e-15 4.05870e-16 0
